edital;tipoObjeto;modalidade;rito;finalidade;processo;centralDeCompras;dataDeAbertura;situacaoOferta;numeroLote;situacaoLote;numeroItem;itemDescricao;quantidade;unidadeMedida;valorUnitario;valorTotal;arrematante;arrematanteCNPJ;url;urlDocumentos;urlPropostas;dataHomologacao
0448/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0003938-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;23/07/2020 14:30;Homologada;1;Adjudicado;2;NOTEBOOK - CHROMEBOOK 2 EM 1;60000;un;2410.5;144630000;MULTILASER INDUSTRIAL S/A;5,97176E+13;http://www.compras.rs.gov.br/editais/0448_2020/261773;http://www.compras.rs.gov.br/editais/0448_2020/261773#documentsTab;http://www.compras.rs.gov.br/editais/0448_2020/lote/778678#proposalsTab;30/07/2020
0583/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1538-0001301-4;INSTITUTO RIO GRANDENSE DO ARROZ;22/07/2020 10:30;Homologada;1;Adjudicado;1;MÁSCARA - DESCARTÁVEL COR BRANCA CLIP NASAL SEM FILTRO COM ELASTICO;60;cx;39.99;2399.4;PLENA DISTRIBUIDORA DE MATERIAIS ELÉTRICOS E HIDRÁULICOS EIRELI;3,26549E+13;http://www.compras.rs.gov.br/editais/0583_2020/261993;http://www.compras.rs.gov.br/editais/0583_2020/261993#documentsTab;http://www.compras.rs.gov.br/editais/0583_2020/lote/780651#proposalsTab;24/07/2020
0468/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0047634-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;22/07/2020 09:30;Homologada;1;Adjudicado;1;KIT COLETA INFLUENZA A (H1N1);50000;kt;11.65;582500;FASTLABOR COMERCIAL EIRELI;2,17078E+13;http://www.compras.rs.gov.br/editais/0468_2020/261904;http://www.compras.rs.gov.br/editais/0468_2020/261904#documentsTab;http://www.compras.rs.gov.br/editais/0468_2020/lote/779837#proposalsTab;30/07/2020
9086/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0008661-0;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;20/07/2020 10:05;Cancelada;1;Cancelado;1;LOTE 01 - BIOMBOS;32;un;;;;;http://www.compras.rs.gov.br/editais/9086_2020/261970;http://www.compras.rs.gov.br/editais/9086_2020/261970#documentsTab;http://www.compras.rs.gov.br/editais/9086_2020/lote/780586#proposalsTab;
9085/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0013998-5;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;16/07/2020 09:35;Depende dos lotes;1;Deserto (encerrado);1;LOTE 01 - ATRACURIO 10MG/ML INJETÁVEL AMP 5ML;3000;am;;;;;http://www.compras.rs.gov.br/editais/9085_2020/261897;http://www.compras.rs.gov.br/editais/9085_2020/261897#documentsTab;http://www.compras.rs.gov.br/editais/9085_2020/lote/779779#proposalsTab;
9085/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0013998-5;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;16/07/2020 09:35;Depende dos lotes;2;Deserto (encerrado);1;LOTE 02 - CLORIDRATO DE DEXTROCETAMINA 50MG/ML INJETÁVEL AMP 2ML;1000;am;;;;;http://www.compras.rs.gov.br/editais/9085_2020/261897;http://www.compras.rs.gov.br/editais/9085_2020/261897#documentsTab;http://www.compras.rs.gov.br/editais/9085_2020/lote/779780#proposalsTab;
9085/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0013998-5;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;16/07/2020 09:35;Depende dos lotes;3;Deserto (encerrado);1;LOTE 03 - DEXMEDETOMIDINA 100MCG/ML INJETÁVEL 2ML;100;am;;;;;http://www.compras.rs.gov.br/editais/9085_2020/261897;http://www.compras.rs.gov.br/editais/9085_2020/261897#documentsTab;http://www.compras.rs.gov.br/editais/9085_2020/lote/779781#proposalsTab;
0415/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;18/2000-0032219-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;15/07/2020 09:30;Homologada;1;Não-adjudicado;1;POLIVITAMINICO MINERAL E ANTIOXID. (SOL.ORAL PED.).;43200;ml;;;;;http://www.compras.rs.gov.br/editais/0415_2020/261682;http://www.compras.rs.gov.br/editais/0415_2020/261682#documentsTab;http://www.compras.rs.gov.br/editais/0415_2020/lote/778228#proposalsTab;16/07/2020
0415/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;18/2000-0032219-0;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;15/07/2020 09:30;Homologada;2;Deserto (encerrado);1;POLIVITAMINICO MINERAL E ANTIOXID. (CAPS GELAT.);262800;cs;;;;;http://www.compras.rs.gov.br/editais/0415_2020/261682;http://www.compras.rs.gov.br/editais/0415_2020/261682#documentsTab;http://www.compras.rs.gov.br/editais/0415_2020/lote/778229#proposalsTab;16/07/2020
0394/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0058083-1;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;10/07/2020 09:30;Homologada;1;Adjudicado;1;EXTRAÇÃO RNA/DNA VIRAL - COLUNA DE TROCA IONICA;25000;ts;15.8;395000;QIAGEN BIOTECNOLOGIA BRASIL LTDA;1,33425E+12;http://www.compras.rs.gov.br/editais/0394_2020/261549;http://www.compras.rs.gov.br/editais/0394_2020/261549#documentsTab;http://www.compras.rs.gov.br/editais/0394_2020/lote/776816#proposalsTab;15/07/2020
0537/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1244-0016326-0;DEPARTAMENTO ESTADUAL DE TRÂNSITO;08/07/2020 11:00;Homologada;1;Adjudicado;1;MÁSCARA DE PROTEÇÃO USO NÃO PROFISSIONAL - 100% ALGODÃO - ADULTO;6000;un;1.35;8100;KOA TEXTIL CONFECCOES EIRELI;2,27184E+13;http://www.compras.rs.gov.br/editais/0537_2020/261557;http://www.compras.rs.gov.br/editais/0537_2020/261557#documentsTab;http://www.compras.rs.gov.br/editais/0537_2020/lote/776856#proposalsTab;17/07/2020
0380/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0042067-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;03/07/2020 09:30;Homologada;1;Adjudicado;1;KIT DE EXPANSÃO DE CÓDIGO DE BARRAS DE DNA CÓDIGOS DE 1 A 12;1;un;5870;5870;INTERPRISE INSTRUMENTOS ANALÍTICOS LTDA;7,29494E+13;http://www.compras.rs.gov.br/editais/0380_2020/261344;http://www.compras.rs.gov.br/editais/0380_2020/261344#documentsTab;http://www.compras.rs.gov.br/editais/0380_2020/lote/775727#proposalsTab;18/07/2020
0380/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0042067-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;03/07/2020 09:30;Homologada;1;Adjudicado;2;KIT DE EXPANSÃO DE CÓDIGO DE BARRAS DE DNA CÓDIGOS DE 13 A 24;1;kt;5870;5870;INTERPRISE INSTRUMENTOS ANALÍTICOS LTDA;7,29494E+13;http://www.compras.rs.gov.br/editais/0380_2020/261344;http://www.compras.rs.gov.br/editais/0380_2020/261344#documentsTab;http://www.compras.rs.gov.br/editais/0380_2020/lote/775727#proposalsTab;18/07/2020
0380/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0042067-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;03/07/2020 09:30;Homologada;1;Adjudicado;3;KIT ENZIMA TRANSCRIPTASE REVERSA PARA SÍNTESE DE CDNA;1;kt;10355;10355;INTERPRISE INSTRUMENTOS ANALÍTICOS LTDA;7,29494E+13;http://www.compras.rs.gov.br/editais/0380_2020/261344;http://www.compras.rs.gov.br/editais/0380_2020/261344#documentsTab;http://www.compras.rs.gov.br/editais/0380_2020/lote/775727#proposalsTab;18/07/2020
0380/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0042067-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;03/07/2020 09:30;Homologada;1;Adjudicado;4;ENZIMA DNA POLIMERASE ALTA FIDELIDADE;1;fr;8435;8435;INTERPRISE INSTRUMENTOS ANALÍTICOS LTDA;7,29494E+13;http://www.compras.rs.gov.br/editais/0380_2020/261344;http://www.compras.rs.gov.br/editais/0380_2020/261344#documentsTab;http://www.compras.rs.gov.br/editais/0380_2020/lote/775727#proposalsTab;18/07/2020
0380/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0042067-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;03/07/2020 09:30;Homologada;1;Adjudicado;5;KIT MODULO DE REPARO FINAL DE DNA;1;kt;12430;12430;INTERPRISE INSTRUMENTOS ANALÍTICOS LTDA;7,29494E+13;http://www.compras.rs.gov.br/editais/0380_2020/261344;http://www.compras.rs.gov.br/editais/0380_2020/261344#documentsTab;http://www.compras.rs.gov.br/editais/0380_2020/lote/775727#proposalsTab;18/07/2020
0380/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0042067-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;03/07/2020 09:30;Homologada;1;Adjudicado;6;KIT MODULO DE LIGAÇÃO DE DNA;1;kt;20300;20300;INTERPRISE INSTRUMENTOS ANALÍTICOS LTDA;7,29494E+13;http://www.compras.rs.gov.br/editais/0380_2020/261344;http://www.compras.rs.gov.br/editais/0380_2020/261344#documentsTab;http://www.compras.rs.gov.br/editais/0380_2020/lote/775727#proposalsTab;18/07/2020
0380/2020;Bens;Pregão Eletrônico (13.191/09);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0042067-2;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;03/07/2020 09:30;Homologada;1;Adjudicado;7;KIT DE LIMPEZA DE DNA PÓS PCR;1;kt;12000;12000;INTERPRISE INSTRUMENTOS ANALÍTICOS LTDA;7,29494E+13;http://www.compras.rs.gov.br/editais/0380_2020/261344;http://www.compras.rs.gov.br/editais/0380_2020/261344#documentsTab;http://www.compras.rs.gov.br/editais/0380_2020/lote/775727#proposalsTab;18/07/2020
9081/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0012391-4;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;02/07/2020 10:40;Homologada;1;Adjudicado;1;LOTE 01 - MÁSCARA N95;9000;un;2.88;25920;PROTEGGERE INDUSTRIA E COMERCIO DE EPIS LTDA - ME;1,2671E+13;http://www.compras.rs.gov.br/editais/9081_2020/261413;http://www.compras.rs.gov.br/editais/9081_2020/261413#documentsTab;http://www.compras.rs.gov.br/editais/9081_2020/lote/776132#proposalsTab;06/07/2020
9138/2020;Serviços;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0047451-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;29/06/2020 09:31;Homologada;1;Adjudicado;1;Atenção domiciliar;12;cj;16666;199992;São Camilo Homecare Ltda;2,27816E+13;http://www.compras.rs.gov.br/editais/9138_2020/260998;http://www.compras.rs.gov.br/editais/9138_2020/260998#documentsTab;http://www.compras.rs.gov.br/editais/9138_2020/lote/773677#proposalsTab;09/07/2020
0512/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2000-0051802-8;SECRETARIA DA SAÚDE DO ESTADO DO RIO GRANDE DO SUL;24/06/2020 14:00;Homologada;1;Não-adjudicado;1;TABLET - 10.5'' OCTA CORE;1;un;;;;;http://www.compras.rs.gov.br/editais/0512_2020/261271;http://www.compras.rs.gov.br/editais/0512_2020/261271#documentsTab;http://www.compras.rs.gov.br/editais/0512_2020/lote/775380#proposalsTab;29/06/2020
9078/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1203-0008661-0;BRIGADA MILITAR - DEPARTAMENTO DE SAÚDE;24/06/2020 10:39;Depende dos lotes;1;Não-adjudicado;1;LOTE 01 - BIOMBO HOSPITALAR;32;un;;;;;http://www.compras.rs.gov.br/editais/9078_2020/261254;http://www.compras.rs.gov.br/editais/9078_2020/261254#documentsTab;http://www.compras.rs.gov.br/editais/9078_2020/lote/775338#proposalsTab;
0503/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000424-8;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;23/06/2020 14:19;Depende dos lotes;1;Não-adjudicado;1;LUVA PROCEDIMENTO - NÃO ESTÉRIL - C/PÓ ABSORVÍVEL - TAMANHO P - EMB. 100 UN;200;em;;;;;http://www.compras.rs.gov.br/editais/0503_2020/261198;http://www.compras.rs.gov.br/editais/0503_2020/261198#documentsTab;http://www.compras.rs.gov.br/editais/0503_2020/lote/774851#proposalsTab;
0503/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000424-8;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;23/06/2020 15:00;Depende dos lotes;2;Não-adjudicado;1;LUVA PROCEDIMENTO - NÃO ESTÉRIL - C/PÓ ABSORVÍVEL - TAMANHO M - EMB. 100 UN;400;em;;;;;http://www.compras.rs.gov.br/editais/0503_2020/261198;http://www.compras.rs.gov.br/editais/0503_2020/261198#documentsTab;http://www.compras.rs.gov.br/editais/0503_2020/lote/774852#proposalsTab;
0503/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000424-8;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;23/06/2020 15:27;Depende dos lotes;3;Não-adjudicado;1;LUVA PROCEDIMENTO - NÃO ESTÉRIL - C/PÓ ABSORVÍVEL - TAMANHO G EMB. 100 UN;400;em;;;;;http://www.compras.rs.gov.br/editais/0503_2020/261198;http://www.compras.rs.gov.br/editais/0503_2020/261198#documentsTab;http://www.compras.rs.gov.br/editais/0503_2020/lote/774853#proposalsTab;
0494/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/2158-0000683-6;FUNDAÇÃO DE ATENDIMENTO SÓCIO-EDUCATIVO DO RS;22/06/2020 14:18;Homologada;1;Adjudicado;1;AQUECEDOR DE ÁGUA A GÁS - GLP 35L/MIN 49.256 KCAL/H;6;un;4374;26244;FERRAGEM ELETROCOR EIRELI;2,01376E+12;http://www.compras.rs.gov.br/editais/0494_2020/261145;http://www.compras.rs.gov.br/editais/0494_2020/261145#documentsTab;http://www.compras.rs.gov.br/editais/0494_2020/lote/774295#proposalsTab;13/07/2020
0485/2020;Bens;Dispensa com disputa;COVID-19 (Lei 13.979/2020);COVID-19;20/1244-0014942-0;DEPARTAMENTO ESTADUAL DE TRÂNSITO;22/06/2020 09:14;Homologada;1;Adjudicado;1;MÁSCARA - DESCARTÁVEL COR BRANCA CLIP NASAL SEM FILTRO COM ELASTICO;265;cx;77.15;20444.75;Dental Open Comércio de Produtos Odontológicos Ltda - EPP;8,84921E+12;http://www.compras.rs.gov.br/editais/0485_2020/261090;http://www.compras.rs.gov.br/editais/0485_2020/261090#documentsTab;http://www.compras.rs.gov.br/editais/0485_2020/lote/774117#proposalsTab;26/06/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;1;Adjudicado;1;AVENTAL HOSPITALAR - DESCARTÁVEL G NÃO ESTÉRIL LONGA;84320;un;3.39;285844.8;SAUBER SERVIÇOS DE LIMPEZA E HIGIENIZAÇÃO LTDA;3,46393E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773094#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;2;Adjudicado;1;AVENTAL NAPA BRANCO -120 X 70CM - TIPO AÇOUGUEIRO;2218;un;10.74;23821.32;PAMPA COMÉRCIO E DISTRIBUIDORA EIRELI;2,16015E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773095#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;3;Adjudicado;1;AVENTAL DE SEGURANÇA - PVC - IMPERMEÁVEL - 1.200,00MM X 600MM;9531;un;8.2;78154.2;RP COMERCIAL LTDA ME;2,06044E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773096#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;4;Adjudicado;1;ÓCULOS SEGURANÇA SOBREPOR-POLICARBONATO-INCOLOR-LENTE ÚNICA C/PROTEÇÃO LATERAL;52188;un;8.99;469170.12;ELISVÂNDIA MATOS DONINI EIRELI;1,3548E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773097#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;5;Adjudicado;1;MACACÃO DE SEGURANÇA - BRANCO UNISSEX GG DESCARTÁVEL TIPO TYVEK;11152;pc;36.31;404929.12;RP COMERCIAL LTDA ME;2,06044E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773098#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;6;Adjudicado;1;MACACÃO DE SEGURANÇA - BRANCO UNISSEX M TIPO TYVEK;6093;pc;37.58;228974.94;RP COMERCIAL LTDA ME;2,06044E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773099#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;7;Adjudicado;1;MACACÃO DE SEGURANÇA -BRANCO UNISSEX G TIPO TYVEK;7947;pc;35.86;284979.42;RP COMERCIAL LTDA ME;2,06044E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773100#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;8;Adjudicado;1;TERMÔMETRO CLINICO - DIGITAL PORTÁTIL;570;un;20;11400;CLAUDIA CRISTIANI OLIVEIRA FERREIRA;1,50384E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773101#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;9;Adjudicado;1;TERMÔMETRO CLINICO - DIGITAL LASER PORTÁTIL - INFRAVERMELHO;1226;un;300;367800;SAUBER SERVIÇOS DE LIMPEZA E HIGIENIZAÇÃO LTDA;3,46393E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773102#proposalsTab;13/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;10;Adjudicado;1;SAPATILHA HOSPITALAR - PROPÉ DESCARTÁVEL G (COMPRIMENTO MÍNIMO DE 33,5CM);2214;em;25.5;56457;PREVIX PRODUTOS PARA SAUDE LTDA;1,18771E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773103#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;11;Adjudicado;1;TOUCA CIRÚRGICA - DESCARTÁVEL;224116;em;15;3361740;DENTAL GUIDA COMERCIO DE MATERIAIS ODONTOLOGICOS E FARMACEUTICOS LTDA - ME;2,85028E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773104#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;12;Adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO- LÁTEX - NÃO ESTÉRIL-S/PÓ -TAM G EMB. 100 UN;45158;em;56.96;2572199.68;DENTAL GUIDA COMERCIO DE MATERIAIS ODONTOLOGICOS E FARMACEUTICOS LTDA - ME;2,85028E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773105#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;13;Adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO- LÁTEX - NÃO ESTÉRIL-S/PÓ -TAM M EMB. 100 UN;44078;em;59;2600602;DENTAL GUIDA COMERCIO DE MATERIAIS ODONTOLOGICOS E FARMACEUTICOS LTDA - ME;2,85028E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773106#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;14;Adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO-LATEX - NÃO ESTÉRIL-S/PÓ -TAM P EMB. 100 UN;6426;em;58.33;374828.58;DENTAL GUIDA COMERCIO DE MATERIAIS ODONTOLOGICOS E FARMACEUTICOS LTDA - ME;2,85028E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773107#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;15;Adjudicado;1;LUVA HOSPITALAR-PROCEDIMENTO-NÃO ESTÉRIL-S/PÓ ABSORVÍVEL-TAM PP EMB. 100 UN;500;cx;58.33;29165;DENTAL GUIDA COMERCIO DE MATERIAIS ODONTOLOGICOS E FARMACEUTICOS LTDA - ME;2,85028E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773108#proposalsTab;07/07/2020
0339/2020;Bens;Pregão Eletrônico (10.024/19);COVID-19 (Lei 13.979/2020);COVID-19;20/1300-0002711-9;CELIC - SUBSECRETARIA DA ADMINISTRAÇÃO CENTRAL DE LICITAÇÕES;17/06/2020 14:30;Homologada;16;Adjudicado;1;LUVA HOSPITALAR -PROCEDIMENTO- LÁTEX - N ESTÉRIL-C/PÓ ABSORV- EXTRA P EMB 100 UN;410;cx;53.9;22099;DENTAL GUIDA COMERCIO DE MATERIAIS ODONTOLOGICOS E FARMACEUTICOS LTDA - ME;2,85028E+13;http://www.compras.rs.gov.br/editais/0339_2020/260850;http://www.compras.rs.gov.br/editais/0339_2020/260850#documentsTab;http://www.compras.rs.gov.br/editais/0339_2020/lote/773109#proposalsTab;07/07/2020
